Year,Quarter,Month,CashGroupCode,BankCode,ExpandPlatform,ExpandPlatformType,ExpandFlowType,ExpandClientType,ExpandProductType1,ExpandProductType2,G10EM,ExpandCurrency1Region,ExpandCurrency2Region,ExpandCurrency1,ExpandCurrency2,ExpandClientRegion,ExpandHourRegion,ExpandClientCountry,ExpandValueDate,Disclosed/Non Disclosed,ExpandClientSubType,SalesCredit,ClientCount,VolumeBucket,ExpandClientCountryRegion,ExpandOrderType,ExpandPlatformVendorName,ExpandTenorBucket,ExpandTradeType,TradeCount,BlockTrade,ExpandTraderLocation,ExpandBookingType,ExpandSalesLocation,SalesCreditMethodology,Onshore/Offshore,Volume
2023,3,9,Group A,Group A,FXall,MDP,Client,Real Money,Swaps,,G10,,,USD,GBP,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,378749923.4
2023,2,6,Group B,Bank A,BidFX,API,Client,Hedge Fund,Swaps,,G10,,,USD,CAD,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,57617200
2023,3,9,Group B,Bank N,FXSpotStream,API,Client,Other,Spot,,G10,,,JPY,NZD,APAC,,,,,,0,,,,,,,,0,,,,,,,3684365.921
2023,1,2,Group C,Bank W,FXall,MDP,Client,Corporate,Outrights,,G10,,,EUR,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,82511609.01
2021,3,9,Group B,Bank B,Bloomberg,MDP,Client,Corporate,Spot,,G10,,,CHF,DKK,EMEA,,,,,,0,,,,,,,,0,,,,,,,868600
2025,2,6,Group A,Bank D,Integral,MDP,Client,Bank,Swaps,,G10,,,GBP,CAD,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,0
2024,3,9,Group C,Group C,FlexTrade,API,Client,Bank,Spot,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,,,0,,,,,,,192164779.7
2022,2,5,Group B,Group B,Bloomberg,MDP,Client,Real Money,Swaps,,EM,,,USD,PLN,AMER,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,7666900
2022,4,11,Group C,Bank U,Bloomberg,MDP,Client,Corporate,Swaps,,EM,,,EUR,KWD,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,7460508
2025,1,1,Group B,Bank A,FXall,MDP,Client,Bank,Swaps,,G10,,,EUR,JPY,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,9957735
2024,4,10,Group B,Bank I,360T,MDP,Client,Corporate,Outrights,,G10,,,JPY,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,10755314.65
2023,3,9,Group A,Group A,FX Connect,MDP,Client,Real Money,Swaps,Fixing order,G10,,,EUR,AUD,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,7465698.55
2023,4,12,Group C,Bank W,Currenex,MDP,Client,Real Money,Outrights,,G10,,,EUR,NZD,EMEA,,,,,,0,,,,,,,,0,,,,,,,261527.4226
2022,1,3,Group A,Group A,360T,MDP,Client,Corporate,Swaps,,G10,,,JPY,NZD,APAC,,,,,,0,,,,,,< 1 week,,0,,,,,,,3722500
2022,4,10,Group A,Bank D,Bloomberg,MDP,Client,Hedge Fund,Spot,,G10,,,DKK,EUR,AMER,,,,,,0,,,,,,,,0,,,,,,,230000
2023,4,10,Group A,Group A,FXall,MDP,Client,Real Money,Spot,Algo Order - Time Based,EM,,,EUR,CZK,AMER,,,,,,0,,,,,,,,0,,,,,,,3787.324894
2023,1,2,Group A,Bank S,API,API,Client,Bank,Outrights,,EM,,,EUR,ZAR,EMEA,,,,,,0,,,,,,,,0,,,,,,,500000
2023,4,11,Group C,Bank V,SDP,SDP,Client,Bank,Swaps,,EM,,,EUR,CNH,EMEA,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,8416386
2023,3,9,Group B,Group B,API,API,Client,Hedge Fund,Outrights,,EM,,,EUR,HUF,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,5789822
2023,4,10,Group A,Bank D,API,API,Client,Real Money,Swaps,,EM,,,USD,PLN,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,95865841.76
2024,2,6,Group C,Bank O,FXall,MDP,Client,Bank,Spot,,G10,,,USD,SEK,AMER,,,,,,0,,,,,,,,0,,,,,,,7675000
2024,3,8,Group C,Bank W,FlexTrade,API,Client,Bank,Spot,,EM,,,AUD,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,648550
2024,2,4,,Bank Z,FXall,MDP,Client,Bank,Spot,,G10,,,JPY,CAD,EMEA,,,,,,0,,,,,,,,0,,,,,,,7628692.88
2024,1,3,Group A,Bank D,API,API,Client,Bank,Swaps,,EM,,,USD,CNH,APAC,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,0
2024,3,7,Group B,Bank N,360T,MDP,Client,Corporate,Outrights,,EM,,,EUR,PLN,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,6000000
2023,1,1,Group B,Bank Q,Portware,API,Client,Hedge Fund,Swaps,,G10,,,USD,SEK,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,14577754.9
2022,2,5,Group C,Group C,Other API,API,Client,Bank,Spot,,EM,,,JPY,SGD,APAC,,,,,,0,,,,,,,,0,,,,,,,1448.486
2022,3,7,Group C,Bank W,Currenex,MDP,Client,Real Money,Outrights,,G10,,,GBP,NOK,AMER,,,,,,0,,,,,,,,0,,,,,,,478273.5143
2021,2,5,Group A,Group A,FXall,MDP,Client,Corporate,NDFs,,EM,,,USD,IDR,APAC,,,,,,0,,,,,,NDS,,0,,,,,,,13417085.43
2021,3,7,Group C,Group C,SDP,SDP,Client,Bank,Outrights,,EM,,,EUR,CZK,EMEA,,,,,,0,,,,,,,,0,,,,,,,92935.80873
2021,3,8,Group B,Group B,Bloomberg,MDP,Client,Bank,Spot,,G10,,,JPY,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,687346.4
2021,3,7,Group A,Bank L,Bloomberg,MDP,Client,Real Money,Outrights,,G10,,,JPY,GBP,AMER,,,,,,0,,,,,,,,0,,,,,,,1397341.5
2021,1,3,Group B,Group B,FXall,MDP,Client,Real Money,Swaps,,G10,,,EUR,NZD,AMER,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,3097592.212
2021,2,4,Group B,Bank B,BidFX,API,Client,Hedge Fund,Swaps,,EM,,,USD,THB,AMER,,,,,,0,,,,,,< 1 week,,0,,,,,,,52280000
2021,4,12,,Bank Z,360T,MDP,Client,Bank,Spot,,G10,,,USD,CHF,AMER,,,,,,0,,,,,,,,0,,,,,,,5874404.11
2021,2,4,Group B,Group B,Other API,API,Client,Bank,NDFs,Limit order,EM,,,USD,INR,EMEA,,,,,,0,,,,,,NDFs,,0,,,,,,,61087243.8
2021,3,7,Group B,Bank Q,BidFX,API,Client,Hedge Fund,Spot,,G10,,,EUR,CHF,EMEA,,,,,,0,,,,,,,,0,,,,,,,732502.5581
2021,3,7,Group C,Bank UB,360T,MDP,Client,Bank,Spot,,EM,,,USD,ILS,AMER,,,,,,0,,,,,,,,0,,,,,,,289945.44
2021,3,8,Group A,Bank L,SDP,SDP,Client,Real Money,Swaps,,EM,,,EUR,PLN,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,5180447.079
2025,3,8,Group B,Group B,Bloomberg,MDP,Client,Bank,Swaps,,EM,,,USD,CNH,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,402574479.8
2024,1,2,Group A,Bank R,Bloomberg,MDP,Client,Bank,Spot,,G10,,,USD,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,19310513.04
2023,3,9,Group A,Bank L,FXall,MDP,Client,Real Money,Swaps,,EM,,,USD,TRY,EMEA,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,11185205
2024,4,11,Group C,Bank C,FXall,MDP,Client,Bank,Outrights,,G10,,,USD,EUR,EMEA,,,,,,0,,,,,,3 months - 1 year,,0,,,,,,,41781103.75
2024,2,5,Group C,Group C,360T,MDP,Client,Corporate,Outrights,,EM,,,USD,SGD,EMEA,,,,,,0,,,,,,,,0,,,,,,,4622280.952
2025,1,1,Group B,Group B,Integral,MDP,Client,Bank,Outrights,,G10,,,USD,AUD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,0
2025,2,6,Group C,Bank C,FXSpotStream,API,Client,Hedge Fund,NDFs,,EM,,,USD,CLP,EMEA,,,,,,0,,,,,,NDFs,,19,,,,,,,1502876.537
2023,3,9,Group B,Group B,FXall,MDP,Client,Other,Swaps,,G10,,,USD,CHF,APAC,,,,,,0,,,,,,1 month - 3 months,,0,,,,,,,1400644.6
2022,4,11,Group C,Group C,SDP,SDP,Client,Corporate,Spot,,G10,,,JPY,GBP,EMEA,,,,,,0,,,,,,,,0,,,,,,,404020.04
2023,4,11,Group B,Group B,SDP,SDP,Client,Bank,Swaps,,EM,,,JPY,SGD,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,144691.0848
2023,3,7,Group B,Bank B,Bloomberg,MDP,Client,Real Money,Outrights,,G10,,,USD,DKK,EMEA,,,,,,0,,,,,,,,0,,,,,,,9000000
2024,4,11,Group B,Bank N,Bloomberg,MDP,Client,Real Money,Spot,Algo Order - Time Based,G10,,,USD,SEK,EMEA,,,,,,0,,,,,,,,0,,,,,,,0
2021,4,12,Group C,Bank O,SDP,SDP,Client,Hedge Fund,Outrights,,G10,,,GBP,AUD,EMEA,,,,,,0,,,,,,,,0,,,,,,,70922
2021,3,8,Group B,Bank I,Other API,API,Client,Bank,Swaps,,EM,,,USD,TRY,EMEA,,,,,,0,,,,,,< 1 week,,0,,,,,,,5800038.469
2021,2,4,Group A,Group A,SDP,SDP,Client,Bank,Swaps,,G10,,,USD,SEK,APAC,,,,,,0,,,,,,1 week - 1 month,,0,,,,,,,18225109.03
2021,1,3,Group A,Group A,360T,MDP,Client,Bank,Outrights,,G10,,,USD,CAD,APAC,,,,,,0,,,,,,,,0,,,,,,,1040000
